restaurant_id,restaurant_name,cuisine_type
1250,Dmb(Doodh Misthan Bhandar),Thali & Meals
1251,Ovenly By Khurana'S,Cake Slices & Desserts
1252,Mughlai Restaurant,Combos
1253,Kalsang Friends Corner,Thukpa (Soup With Noodles)
1254,Dejavu,Japanese/Korean
1255,Srinidhi Sagar Deluxe,Recommended
1256,Shivansh Fast Food And Restaurant,Indian Items
1257,Mcdonald'S,Condiments
1258,Kashmir Trout,Trout Specialities
1259,The Good Bowl,Biryani Bowls
1260,Saffron,Recommended
1261,Mithaas,All Time Favorites
1262,Ganguram,Plain/Flavoured Sandesh
1263,Confucius (Christan Basti),Recommended
1264,Ovenly By Khurana'S,Bakery Savoury Snacks
1265,The Biryani Story (Halal),Kebab
1266,Mughlai Restaurant,Veg Noodles
1267,Chetak Sweet Point,Mawa Sweets
1268,Veg Darbar By Behrouz Biryani,Dastan-E-Kebab (Starters)
1269,Burger Singh(Big Punjabi Burgers),2 Burgers @ Rs 139
1270,Maa Ki Rasoi,Paneer Ki Sabji
1271,Nic Ice Creams,Recommended
1272,Maa Ki Rasoi,Thali
1273,Idly Dosa For You,Dosas
1274,Mcdonald'S,What?S New
1275,Veg Sizzel'S,Indian Main Course
1276,Madhurima Veg,Tandoori Breads
1277,The Brownie Studio,Dessert Jar
1278,Malabar Plaza,Recommended
1279,Krishna Vaishno Dhaba,Rice & Pulao
1280,Dindigul Thalappakatti - Since 1957,Season Special Combos
1281,Wow! Momo,Recommended
1282,Vrindavan Ki Rasoi,Thali
1283,Paakashala,Soup
1284,Chandimata Mistanna Bhander,Breakfast Bestsellers
1285,Cafe Coffee Day,Toastizzas And Garlic Breads - New
1286,The Fisherman'S Wharf,Pan Asian Cravings
1287,Sangeetha Veg Restaurant,Indian Curries Large
1288,Parivaar Vegetarian,Breakfast
1289,Costa Coffee,Sandwiches & Rolls
1290,Harishankar Veg Restro,Tandoor Se
1291,Supreme Upper Crust,Milk Shakes & Smoothies
1292,Awadhi,Continental
1293,Oberai Bakers & Cafe,Cakes
1294,Ooopar Resto,Burgers
1295,Eatfit,Biryani Bowls
1296,Steamin Mugs Cafe & Restaurant,Tandoor
1297,Hotel Niramish Bhojanalay,Recommended
1298,Sweet Truth - Cake And Desserts,Beverages
1299,New Mughlai Restaurant,Breads
1300,Nini'S Kitchen,Shakes & Smoothies
1301,Shiv Sagar Veg Restaurant,Khushbudar Saag Punjabi Veg Khajana
1302,Domino'S Pizza,Desserts
1303,Jai Krishna Vaishno Dhaba,Recommended
1304,Aubree,Crafted Desserts
1305,Chickpet Donne Biryani House,Combos
1306,Shiv Sagar Veg Restaurant,Fresh Fruit Juices
1307,Paris Panini - Gourmet Sandwiches & Wraps,Desserts
1308,Radhe Bol,Chinese
1309,Tan-Sukh By Kanha,Combos And Meals
1310,Shanghai Flavours Of China Town,Mocktails
1311,Social,Munchies
1312,Shiv Sagar,Hot Beverages
1313,Veg Meals By Lunchbox,Executive Lunchbox
1314,Cafe Cotinga,Recommended
1315,Daya Hari Chatpata,Thali
1316,Eleven Aizawl,Starters
1317,Baskin Robbins - Ice Cream Desserts,Cups
1318,The Meating Point,Recommended
1319,Hotel Toshali,Chinese (Non Veg)
1320,Shiv Sagar Veg Restaurant,Gadbad/Custard
1321,Mellow,Fried Rice
1322,Anna (Truly Veg),Main Course
1323,Samridhi At Kochi,Curries & Dry Main Course
1324,Shree Krishna Bhojanalaya,Breads
1325,Bombay Mishthan Bhandar (Bmb) - Sanganeeri Gate,Cookies
1326,Hotel Rimi International,Round The Clock
1327,Walk In Woods,Breakfast
1328,Madhurima Veg,Recommended
1329,Wow! China,Wow!  Momo  On  Wow China
1330,Arusuvai Cafe,Starters
1331,The Food Court,Pasta
1332,Shakti Sweets Since 1966,Chaat
1333,Aurora Restaurant & Lodging,Recommended
1334,Jayhind Sweets,Traditional Sweets
1335,Mcdonald'S,Wraps
1336,Kanti Sweets,Luxe Candles
1337,Dum Safar Biryani,Biryani Bowls & Combos
1338,Long Jhon Silver'S,Garvy
1339,Nazim Khan Kathi Roll,Momos
1340,Jbs,Recommended
1341,Harley'S Fine Baking,Recommended
1342,Boom - Sub Style Sandwiches,Veg Starters
1343,Chandimata Mistanna Bhander,Desserts
1344,Little Persia,Recommended
1345,Home Plate By Eatfit,Pav Meals@99
1346,Delights By Inox,Crunchy & Loaded Nachos
1347,Attitude Cafe And Restaurant Nxt,Roti
1348,Cafe Coffee Day,Cold Coffee Delights
1349,Kaveri'S,Desserts
1350,1944 The Hocco Kitchen,Indian Mains
1351,Papputt'S Valsa Cafe,Recommended
1352,Mealful Rolls - India'S Biggest Rolls,"Chicken Rolls [Big 9""]"
1353,Srivari Bhimmas,Quick Bites
1354,Hotel Enchanto Imphal,Snacks
1355,City Hut Family Dhaba,Sea Food Appetizers
1356,Ovenfresh,Tea Cake
1357,Lunchbox  Meals And Thalis,Starters
1358,Tossin Pizza,Appetizers
1359,Big Bowl,Extras
1360,The Persian Table,Desserts
1361,Sethi Tikka Kabab Curry,Veg Main Course
1362,Rominus Pizza And Burger,Desi Flavour Of India
1363,Makhani Darbar,Recommended
1364,Tea Junction,Dessert
1365,The Story House,Story-House-Fries
1366,Sasuma,Recommended
1367,Papputt'S Valsa Cafe,Breakfast Bestsellers
1368,Maa Ki Rasoi,Recommended
1369,Wow! Chicken By Wow! Momo,Sides  &  Dips
1370,Shree Gangaur,Cakes
1371,Bambusa Express,Mains
1372,Wow! Momo,Thukpas
1373,Crush Restaurant,Appetizers
1374,Mughlai Restaurant,Recommended
1375,Hira Sweets And Confectionary Pvt. Ltd.,Subah Ka Nashta
1376,Awadhi,Chaat N Snacks
1377,Hot Breads,"Cookies, Muffins & Tea Cakes"
1378,Shree Gangaur,Pastries
1379,Jiva Veg,Indian Breads
1380,Millet Express,Millet Express Classics
1381,Oudh 1590,Tandoor & Kebabs
1382,Delicious Kitchen,Local
1383,Polar Bear,Coffee Sundaes
1384,Yadav Doodh Dairy,Recommended
1385,Felafels Restaurant,Noodles
1386,Indrani Sweets And Restaurant,Tandoori Starters
1387,Jayhind Sweets,Recommended
1388,Mustard Cafe - Hotel Astoria,Desserts
1389,Jiva Veg,Thali
1390,Sri Ganga Veg Restaurant,Favourites
1391,Dmb Sweets Pvt Ltd,Cookies
1392,Ifc Pizza And Burger,Delicious Side
1393,Sasuma,Maggi
1394,Sangeetha Veg Restaurant,Indian Breasds
1395,New Little Hut Family Restaurant,Holi Specials
1396,Hira Sweets,Cakes & Pastry
1397,Bombay Mishthan Bhandar (Bmb) - Durapura,Ghee Sweets
1398,Go Zero Ice Creams & Desserts,Recommended
1399,Parsa'S,Tandoori
1400,Brahmins' Thatte Idli,South Indian Lunch Combo
1401,Shyamasree Restaurant,Recommended
1402,The Master Chef,Momo Hut
1403,Khana Khazana (Shankar Nagar),Sabziyaan
1404,Punjabi Darbaar Dhaba,Veg Dishes
1405,Bektash,Add Ons
1406,Bengaluru Central Cafe,Rice & Pulao
1407,Lord Petrick,Duo Meals
1408,Sangai Continental (Non Halal),Indian Rice / Breads
1409,Panna Sweets & Restaurant,Dry Fruit
1410,Highway Kitchen,Non-Veg Starters
1411,Supreme Upper Crust,Today Specials
1412,Anna Punjabi,Mutton
1413,Daya Hari Mithai,Indian Main Course
1414,Arusuvai Cafe,Breakfast Menu
1415,Radhey Lal Premium Sweets,Summer Beverages
1416,Aao Ji Te Khao Ji,South Indian Dishes
1417,Sangeetha Veg Restaurant,Starters
1418,New Chanakya,Fried Rice And Noodles
1419,Sandy'S Chocolate Laboratory,Freshly Baked Cookies
1420,Mikado Restaurant,Non Vegetarian Delights
1421,Pizza Hut,One Plus One Medium @649
1422,Bombay Mishthan Bhandar (Bmb) - Durapura,Bengali Sweets
1423,Tara Bhojanalya,Breads
1424,Barbecue Live,Starters
1425,Wow! China,Barish Combo Save Up To41%
1426,Classic Radhey Sweets,Gifting Specials
1427,Dubai Hut,Indian Breads
1428,Shaan Sweets And Snacks,Packet Items
1429,Shiv Sagar Veg Restaurant,Saath Saath
1430,Jashan Restaurant,Recommended
1431,Cherry Sweets & Confectioners,Snacks
1432,Jugaad Jn,Chat Corner
1433,Ratna Cafe (Estd.1948),Snacks
1434,Sakana,Starter
1435,Gayatri Ganthiya,Gota And Vada
1436,Mcdonald'S,No Deal Like Mcdeal
1437,Nini'S Kitchen,Rice
1438,Mr. Pizza,Recommended
1439,Urban Pinds Food Factory,Recommended
1440,Kanji Sweets & Restaurant,Economy Meals
1441,Papputt'S Valsa Cafe,Breakfast
1442,Pvr Tiffins,Tiffins
1443,Ritz Mithai Vatika,Pocket Frindly Breakfast
1444,Shiv Sagar Veg Restaurant,Kebab
1445,Chullah,Non Veg Main Course
1446,Bombay Mishthan Bhandar (Bmb) - Durapura,Exclusive Combos
1447,Sakana,Desserts
1448,Mahalaxmi Sweets & Restaurant,Soup
1449,Jay Bhavani Vadapav,Muska Bun
1450,Dejavu,Main Course Fish
1451,Rajani'S Kitchen,Recommended
1452,Dmb(Doodh Misthan Bhandar),Recommended
1453,Madras Cafe,Rice
1454,Hot Breads,Milk Cakes / Tres Leches
1455,Tossin Pizza,Gourmet Veg Pizza
1456,Grameen Kulfi,Recommended
1457,Paakashala,Milkshakes
1458,Tihar Flavours Of Jail,Recommended
1459,The Good Bowl,Beverages
1460,Sachins Dragon Villa,Chinese
1461,Roll Corner,Must Try Combos
1462,Vrindavan Restaurant,Baked
1463,Dindigul Thalappakatti - Since 1957,Dosa & Idiyappam
1464,Tan-Sukh By Kanha,Continental Special
1465,Dejavu,To Day Spiceal
1466,Badmaash Kebabi,Breads
1467,Swasti Niramish Hotel,Recommended
1468,Mcdonald'S,Desserts.
1469,Burger Farm,Non-Veg Burgers
1470,Arusuvai Cafe,Evening Special Menu
1471,So Southy,Vada
1472,6 Ballygunge Place Takeaway,Recommended
1473,Mealful Rolls - India'S Biggest Rolls,Chicken Starters
1474,Bhikharam Chandmal,Maida Namkeen
1475,Sangeetha Veg Restaurant,Juices
1476,Lunchbox  Meals And Thalis,North Indian Curries
1477,Barbeque Nation,Recommended
1478,The Boston Cafe & Patisserie,Macarons
1479,Madhurima Veg,Special Momos
1480,Nh1 Bowls - Highway To North,Non-Veg Rice Bowls [Masala Rice]
1481,Gola Sizzlers,Thali/ Meal Boxes
1482,Bikanervala,Rice & Biryani
1483,Bombay Mishthan Bhandar (Bmb) - Sanganeeri Gate,Recommended
1484,Mcdonald'S,Shravan Specials
1485,Smoke House - Sangaiprou,Pizza
1486,Jashn The Restaurant,Recommended
1487,Felafels Restaurant,Easy Bites
1488,Cafe Ertugrul,Bread And Naan
1489,Harish Bakery,Premium Cakes & Pastries
1490,Itc Master Chef Creations,Dum Biryanis
1491,The Phoenix Residency,Veg Main Course
1492,Handi Punjab Ki,Veg Seasonal
1493,Aromas Cafe & Bistro,Pizzas & Bruschettas
1494,House Of Idlies,Available All Through The Day
1495,Parsa'S,Breads
1496,Burger Farm,Gourmet Series (Non Veg)
1497,Shreelal Food Plaza,Main Course
1498,Veg Sizzel'S,Chinese Starters
1499,Delly Belly,Main Course
1500,Food On Way,Fixed Meals
1501,New Khusboo Biryani (Halal),Recommended
1502,Try Me,Rice Bowls
1503,Mikado Restaurant,"Vegetarian Tandoor, Indian & Chinese Starters"
1504,Suruchi,Biriyani
1505,Short Crust: Cakes & More,Recommended
1506,Wakhra Swaad,Veg Appetizers
1507,Bombay Misthan Bhandar,Breads
1508,Chhabra'S Pure Veg,Indian Main Course
1509,Keventers - Milkshakes & Desserts,Signature Cold Coffees
1510,Zaza Mughal Biryani,Recommended
1511,Hotel Toshali,Rice
1512,Dejavu,Soup Non Veg
1513,Mcdonald'S,Coffee Starts @99
1514,Fast Pizza,Recommended
1515,Crescent International Hotel,Vegetables Gravy
1516,Donald'S Pastry Shop,Snacks
1517,Balaji Restaurant,Thali
1518,Keventers - Milkshakes & Desserts,Recommended
1519,Cakezone Patisserie,Anniversary & Birthday Cakes
1520,Yummy Bites,Chowmein
1521,Harilal'S,Teej Special
1522,Krishnaz,Chinese
1523,Hneshel Buri,Bhaaja
1524,Box8 - Desi Meals,Desserts
1525,Veg Meals By Lunchbox,All Day Breakfast Box
1526,6 Ballygunge Place Takeaway,Non Veg Fry
1527,Cafe Coffee Day,Celebration Cakes & Desserts
1528,Baskin Robbins - Ice Cream Desserts,Ice Cream Waffle Cones
1529,Daya Hari Chatpata,Roti And Lacha
1530,Radha Krishna,Main Course
1531,New Shakti Sweets,Recommended
1532,Urban Pinds Food Factory,Fish Main Course
1533,Faasos' Signature Wraps & Rolls,International Wraps
1534,Mughlai Restaurant,Mutton Main Course
1535,Ovenfresh Cakes And Desserts,Cupcakes By Cakezone
1536,Confucius (Silpukhuri),Chinese Starters
1537,Neelkanth Sweets,Namkeens - Namak Ishq Ka
1538,Grits N Gravy,Recommended
1539,Varalakshmi Tiffins,Uthappam
1540,Kaveri - Lalpur,Sweeets And Desserts
1541,Cheesecakes By Cakezone,Recommended
1542,Box8 - Desi Meals,Desi Sandwiches
1543,Great Indian Khichdi By Eatfit,Rice Meals
1544,Red Chilliz,Breads
1545,Balaji Restaurant,Rotiyaan
1546,Urban Tadka,Seafood Starters
1547,Chahat Biryani,Desserts
1548,Sodhani Sweets And Namkeen,Snacks
1549,Gangaur Next,All Day Breakfast
1550,Anjappar,Recommended
1551,Roll Xpress,Extra
1552,Bektash,Alfahm
1553,Meat And Eat,Burger Meal Combos
1554,Baba Au Rhum Badem,Recommended
1555,Itc Aashirvaad Soul Creations,Snack Time Specials
1556,The Garage Cafe,Cold Beverage
1557,The Brooklyn Creamery - Healthy Ice Cream,Recommended
1558,Frespresso,Noodles
1559,Freshmenu,Recommended
1560,Sodhani Sweets,Snacks
1561,Hneshel Buri,Thali
1562,Gokul Oottupura,Curries & Gravies
1563,Sodhani Sweets,Ghewar
1564,Ovenly By Khurana'S,Tea Cakes
1565,Ps4 Veg Restaurant (Perambur Sri Srinivasa),Recommended
1566,Bombay Misthan Bhandar,Momos
1567,Brijwasi Pure Veg,Main Course
1568,Box8 - Desi Meals,Comfort Meals
1569,Brew N Bite,Sides And Snacks
1570,Harish Bakery,Sweets
1571,Wendo'S Pizza,Pasta
1572,The Belgian Waffle Co.,Waffle Cakes
1573,Anna Snacks,Breads
1574,Indrani Sweets And Restaurant,Pocket Friendly Meals
1575,Shiv Sagar,Recommended
1576,French Loaf,Breads
1577,Royal Indraprastha,Meals
1578,Veg Meals By Lunchbox,Rice Lunchbox
1579,Giani,Ice Cream Sundaes
1580,Amrit Sweets Phase 5,Sweets (Mithai)
1581,Red Dragon (Chopstix),Beverages
1582,Hrx By Eatfit,Whole Wheat Sandwiches
1583,Pastas By Pizza Hut,Beverages
1584,Faasos' Signature Wraps & Rolls,Indie Wraps
1585,Poetry By Love & Cheesecake,Eggs And Omelettes
1586,Hungry Panda,Chow
1587,Hrx By Eatfit,Supergrain Khichdi Bowls
1588,Goila Butter Chicken,Late Night Veg
1589,7Th Heaven,Cakes
1590,Chai Govindam,Our Specials
1591,Behrouz Biryani,Biryani & Kebab Thali
1592,Wendy'S Burgers,Korean Burgers & Wraps
1593,Kim Pou Restaurent,Soup
1594,Burger Farm,My Favourite
1595,Simla Chat,Swiggy Exclusive Combos
1596,Sangeetha Veg Restaurant,Anytimers
1597,Kfc,Value Snackers
1598,Daily Kitchen - Everyday Homely Meals,Sides & Drinks
1599,Vadilal Ice Creams,Badabite
1600,"The Dessert Heaven - Pastry, Brownie And Cakes",Recommended
1601,Delicious Fast Food,Recommended
1602,Frespresso,Chicken Apprtizer
1603,Lhasa Restaurant,Naan/Roti
1604,French Loaf,Pastry
1605,Mojo Pizza - 2X Toppings,Gourmet Pastas - By Hola
1606,Indiana Restaurant,A La Carte
1607,Neelkanth Sweets,Teej Special
1608,Rahmaniya Kethel'S Chicken,Starter
1609,Ovenfresh,Pastries
1610,Kaveri - Lalpur,Thick Shake
1611,Chopstyx,Rice
1612,The Food Court,Main Course
1613,Salad Days,Nourish Bowls
1614,Momo Nation Cafe,Momos
1615,Golden Dragon,Soups
1616,Amritsari Restaurant Katora Talab,Sabji
1617,Frozen Bottle,Cold Coffees
1618,Gokul Oottupura,Evening Specials
1619,Polar Bear,Sandwiches
1620,Mcdonald'S,Happy Meal.
1621,Kaveri - Lalpur,Recommended
1622,Nini'S Kitchen,Combos
1623,Tibet Kitchen,Chicken
1624,Aurora Restaurant & Lodging,Soup
1625,Indrani Sweets And Restaurant,Pocket Friendly Breakfast
1626,New Mughlai Restaurant,Combos
1627,Good Flippin' Burgers,Buckets
1628,Kalsang Friends Corner,Noodles (Home Made)
1629,Tibet Kitchen,Fries
1630,Odiani Hotel & Restaurant,Chilli Special Veg
1631,Dindigul Thalappakatti - Since 1957,Special Meals
1632,Jashn The Restaurant,Non Veg Main Course
1633,Punjabi Rasoi,Indian Rice
1634,Gokul Dham Ka Dhaba,Main Course (Chinese)
1635,Bowljini Mix Eat Repeat,Indian Bowlj
1636,Sasuma,Stuff Paratha
1637,Dragon Panda,Starters
1638,Gangaur Govindam,Pizza
1639,"Ovenfresh Pizzas, Cakes & Desserts",Donuts
1640,Bizza Cafe Heritage,Yogurt'S Raita
1641,Matkawala,Snacks
1642,Hira Sweets And Confectionary Pvt. Ltd.,South Indian
1643,9 Hills Bistro,Sides
1644,Daya Hari Chatpata,Kabab
1645,Mealful Rolls - India'S Biggest Rolls,Veg Starters
1646,Wood Street Cafe,Breakfast
1647,Bawarchi Ac Family Restaurant,Combos
1648,Tea Junction,Hot Tea
1649,Biryani Hut,Chinese
1650,Box8 - Desi Meals,Sides & Drinks
1651,House Of Idlies,Evening Special Combos
1652,Anna Punjabi,Biryani
1653,Dindigul Thalappakatti - Since 1957,Thalappakatti Combos
1654,Momo Magic Cafe,Chinese Magic
1655,Mahalaxmi Sweets & Restaurant,Papad
1656,"The Dessert Heaven - Pastry, Brownie And Cakes",Cheesecake
1657,Scholars,Biriyani
1658,Globo Ice Creams Of The World,Sinful Chocolate Ice Creams
1659,Sweet Truth - Cake And Desserts,Indian Desserts
1660,Behrouz Biryani,Shaan Biryani (Serves-2)
1661,Domino'S Pizza,Party Combo
1662,Dejavu,Grilled  /  Smoked
1663,New Shakti Sweets & Bakery,Recommended
1664,The Belgian Waffle Co.,Waffle Sundae
1665,De Linz Cafe,Sandwiches
1666,1944 The Hocco Kitchen,Salads & Accompaniments
1667,Mad Over Donuts,Bites
1668,Simla Chat,Momos
1669,Tea Post,Monsoon Combo
1670,New Parivar Restaurant,Recommended
1671,Sherowali Restaurant And Cafe,Breads
1672,Jayhind Sweets,Gift Hamper
1673,Polar Bear,Dairy-Free Sorbets
1674,Dessi Cuppa,Recommended
1675,Paprika - Pramod Laddu Bhandar,Continental Kitchen
1676,Friends Cafe,Noodles
1677,Itc Aashirvaad Soul Creations,Roti & Rice
1678,Hotel Polo Towers,Indian Kebab & Appetizers
1679,Freshmenu,Gourmet Sandwiches
1680,Royal Indraprastha,Pav Bhaji
1681,Kanji Sweets & Restaurant,South Indian
1682,Grills Cafe,Kids Special
1683,Pal Sweet And Dhaba,Lunch
1684,Kwality Walls Ice Cream And More,Cornetto
1685,Sopo,Broth And Bowls
1686,Punjabi Rasoi,Indian Non Veg
1687,Churuwala,Sweets
1688,Mustard Cafe - Hotel Astoria,Sides
1689,Bhavyam Veg,Dosa
1690,Nathu'S Sweets And Restaurant,Chaat
1691,Sangeetha Veg Restaurant,Soups
1692,Mahalaxmi Sweets & Restaurant,Breads
1693,Taste With Me !,Thalis
1694,Laduram Nanagram Mawawala,Snacks
1695,Cakezone Patisserie,Brownie
1696,Devi Fast Food,Recommended
1697,Igp Cakes,Exclusive Combos
1698,Khullak Cafe,Thai
1699,Gopal'S,Thali
1700,Infusion,Veg & Gravy
1701,Domino'S Pizza,Pizza & More
1702,Tea Junction,In Between Breads
1703,House Of Idlies,Breakfast Combos
1704,Krishna Cafe,Tandoorse
1705,Ghar Ka Tadka,Main Course (Dal)
1706,House Of Idlies,Quick Starters
1707,The Airawat Kitchen,Rice Items/ Chapathi
1708,Jiva Veg,Paneer Main Course
1709,Infusion,Starters
1710,Paakashala,Chinese Starter
1711,Sethi Tikka Kabab Curry,Mutton Main Course
1712,Rominus Pizza And Burger,Premium Cheesy Mania (100% Dairy Cheese)
1713,Theobroma,Brownies
1714,Pikwik Since 1991,Chicken Indian Main Course
1715,Daya Hari Mithai,Thali
1716,Daya Hari Mithai,Combo
1717,Blue Tokai Coffee Roasters,Recommended
1718,Asia Seven - Sizzling Chinese,Recommended
1719,Tree Cafe And Restaurants,Noodles
1720,Briyanis Mahal,Accompaniments
1721,Shiv Sagar,Oriental Starters
1722,Frozen Bottle,All Day Food
1723,The Eleganza,Appetizens
1724,Amar Bhojnalya,Main Course
1725,Salad Days,Overnight Oatmeal Bowls
1726,Jugaad Jn,Side Dishes
1727,Hira Sweets,Cookies & Namkeen
1728,Krishna Vaishno Dhaba,Jain Special
1729,Makhani Darbar,Beverages
1730,Tan-Sukh By Kanha,Sizzlers
1731,Shakti - The Sandwich Shop,Bread
1732,Urban Pinds Food Factory,Fried Rice | Noodles | Chopsuey
1733,Roll'S Hut,Tikka Kababs Lovers
1734,Friends Corner,Fish
1735,Sangeetha Veg Restaurant,South Indian Foods
1736,City Wok Restaurant,Chopsuey
1737,Bawarchi - The Royal Chef,Indian Rice Veg
1738,Dejavu,Noodles Non-Veg
1739,Red Chilly'S - Spirits N Spices,Soup
1740,Aubree,Combos
1741,Wow! Chicken By Wow! Momo,Oh! Saucy (Newly Launched)
1742,Poetry By Love & Cheesecake,Bakery
1743,Hungerz,Recommended
1744,Jay Bhavani Vadapav,Sandwich
1745,Absolute Shawarma,Chicken Shawarma Rolls
1746,A1,Starter
1747,China Belly By Wow! Momo,Noodles Regular
1748,Mama'S Kitchen,Roll
1749,Saladspoint,Newly Launched Salad
1750,Daya Hari Chatpata,Combo
1751,Logo Cafe,Noodles/Rice
1752,Burger Farm,Veg Munchies
1753,Samoxa,Samoxa
1754,Ratna Cafe (Estd.1948),Dosa
1755,Radha Krishna,Starters
1756,Frespresso,Rice
1757,Maa Ki Rasoi,Soups
1758,Highway Kitchen,Momos Delight
1759,Mealy - Your Everyday Meal,Award Winning Thali [Make Your Own]
1760,Indian Coffee House,Eggs
1761,Hotel Surabhi Udupi Veg,Dosas
1762,Oriental Restaurant,Biryani
1763,Lamee,Rice
1764,Ooopar Resto,Add Ons
1765,Saladspoint,Newly Launched
1766,Food Lovers Restaurant,Chicken
1767,Idly & Dosai Delight,Idly Varieties
1768,Freshmenu,Crispy Fried Chicken
1769,Machhli Baba Fries,Mughlai Paratha
1770,Mustard Cafe - Hotel Astoria,Savour The Sea
1771,Daya Hari Mithai,Dal
1772,Srivari Bhimmas,Main Course
1773,Eleven Aizawl,Rice And Biryani
1774,Briyanis Mahal,Breads
1775,Ganguram,Nolen Gur Sandesh (Hard/Soft)
1776,"Wefit - Protein Bowls, Salads & Sandwiches",Wefit Keto Meals
1777,Avo'S Kitchen,Indian Breads
1778,Zaatar Arabic Restaurant,Biriyani
1779,Anandji Sweets,Snacks
1780,Mustard Cafe - Hotel Astoria,Recommended
1781,7Th Heaven,Premium Exotic Cakes
1782,Itminaan Matka Biryani - Slow Cooked,Chicken Starters
1783,Confucius (Silpukhuri),Veg Soups
1784,Box8 - Desi Meals,All-In-1 Thali Meals
1785,Preeti Tiffins,Butter Cheese Special
1786,Radhey Lal'S Parampara Sweets,Chaat
1787,Hosanna Restaurant,Noodles
1788,Aromas Cafe & Bistro,We Recommend
1789,Spicy Affair,Recommended
1790,Mio Amore,Recommended
1791,Labonel Fine Baking,New Arrivals
1792,Veg Sizzel'S,Indian Starters
1793,Mahawar Baker'S & Sweets,Beverages
1794,Varalakshmi Tiffins,Dosa
1795,Apna Vaishno Dhaba,Thali
1796,Hira Sweets,Recommended
1797,The Story House,Dimsum
1798,Ratna Cafe (Estd.1948),Breads
1799,Laduram Nanagram Mawawala,Namkeen
1800,Krishna Cafe,Raita & Salad
1801,Behrouz Biryani,Veg Specials
1802,Sakana,Noodles
1803,Kwality Walls Ice Cream And More,Cups
1804,Dindigul Thalappakatti - Since 1957,Value Bowl
1805,Theth Masala,Indian Breads
1806,Arabikaas Arabian Restaurant,Indian Gravy
1807,Delly Belly,Thalis
1808,Andhra Gunpowder,Desserts.
1809,Ovenfresh Cakes And Desserts,Tea Cake
1810,Pastas By Pizza Hut,Pizzas
1811,Third Wave Coffee,Matcha
1812,Sri Ganga Veg Restaurant,Sweets
1813,Anna (Truly Veg),Combo
1814,Wakhra Swaad,Thali
1815,Domino'S Pizza,Cheese Volcano
1816,Munchies,Snacks/Fries
1817,Hira Sweets And Confectionary Pvt. Ltd.,Pizza & Pasta
1818,Popeyes,Sides & Dips
1819,Prime Bakery & Sweets,Sweets
1820,Jay Bhavani Vadapav,Sandwiches
1821,The Fisherman'S Wharf,Land Of Thousand Spices
1822,Miles - City Mall,Quick Bites
1823,Bhavyam Veg,Raitas
1824,Homely,Dal & Sabzi
1825,Aromas Cafe & Bistro,Quick Bites
1826,Itc Master Chef Creations,Authentic North Indian Breakfast Meals
1827,Madhurima Veg,Special Combo -Meal
1828,Cafe Go Green,Far Eastern Rice And Noodles
1829,Zaza Mughal Biryani,Chicken Starters
1830,Laxmi Pure Veg,"Dahi, Raita, Salad & Papad"
1831,Gwalia Sweets & Fast Food,Ganesh Chaturthi - Modak Special
1832,Rama Restaurant,Pizza
1833,Frespresso,Gravy
1834,Sambharsa,Dosai Classic
1835,Salad Days,Pita Pockets
1836,"Wefit - Protein Bowls, Salads & Sandwiches",Drinks
1837,City Dhaba,Rice
1838,Pour Tous,Chinese (Veg)
1839,Chef'S Planet,Veg Soups
1840,Lunchbox - Meals And Thalis,Stuffed Paratha Lunchbox
1841,Rominus Pizza And Burger,Burgerry Pizza
1842,Momo Magic Cafe,Tandoori Momos
1843,Wow! Chicken By Wow! Momo,Dugna Combo
1844,Paakashala,Dosa
1845,Sree Vishnu Bhavan,Indian Breads
1846,Shiv Sagar,Special Desserts
1847,Cakezone Patisserie,Pastry
1848,Gwalia Sweets & Fast Food,Dry Fruit Sweets
1849,Anjappar,Veg Starters
1850,Sunny'S Restaurant - Keishampat,Recommended
1851,Ifthar,Arabian Special
1852,Roastery Coffee House,Salads
1853,Mio Amore,Celebration Cake Eggless
1854,Avo'S Kitchen,Dry Vegetables
1855,Kalsang Friends Corner,Prawns
1856,Roti Tarka,Main Course
1857,Fnp Cakes By Ferns N Petals,Recommended
1858,Jamie Oliver'S Pizzeria,Rebel Pizza
1859,Pizzmo,Indian
1860,Shreelal Food Plaza,Breakfast And Evening
1861,Behrouz Biryani,Haleem Specials
1862,Chetak Sweet Point,Gift Sweet Box Combo
1863,Hotspot Grill,Recommended
1864,Shiv Sagar Veg Restaurant,Shiv Sager Ki Khasiyat
1865,Nh1 Bowls - Highway To North,Veg Starters
1866,Nini'S Kitchen,Starters
1867,Bikanervala,Chinese Main Course
1868,Paakashala,Juice
1869,Jai Krishna Vaishno Dhaba,Paneer Items
1870,Hotel Maharaja And Fast Food,Rice/Dal/Bhaja
1871,Snehalata Fast Food,Chicken Soups
1872,Ghar Ka Khana By Eatfit,Rumali Roti Thali (New)
1873,Shaan Sweets And Snacks,Mocktails And Shakes
1874,Cake Hut,French Pastry
1875,Mcdonald'S,Mccafe.
1876,Om Sweets & Snacks,Healthy Snacks
1877,Kaveri'S,Indian Main Course
1878,Chetak Sweet Point,Chakli And Mathri
1879,The Chicken Wagon,Combos
1880,Handi Punjab Ki,Handi Chaap
1881,Ghar Ka Khana By Eatfit,Soya Chaap Gravies (New)
1882,Country Kitchen,Roti And Naan
1883,Palaaram,House Special
